CustomerID,Recency,Frequency,Monetary,TotalQuantity,AvgUnitPrice,Cluster
12412,75,3,1226.88,829,2.7137704918032783,1
12413,67,3,758.1,286,4.798421052631579,1
12414,217,3,562.41,300,8.57,0
12417,3,9,3649.1,1552,5.337916666666666,3
12418,113,1,668.58,407,3.5644117647058824,1
12420,64,1,600.39,345,4.707241379310345,1
12421,16,4,807.04,484,4.520222222222222,1
12422,96,3,803.5600000000001,370,3.26025641025641,1
12423,1,8,1859.31,1339,2.9136,3
12424,163,2,1760.96,740,2.780666666666667,1
12425,78,1,777.2,496,2.5644444444444443,1
12426,195,1,582.73,258,3.936333333333333,2
12427,22,3,825.8,533,4.589032258064516,1
12429,9,4,3750.4,1557,3.630721649484536,3
12430,43,1,256.4,117,6.225454545454546,0
12431,36,15,6487.45,2906,3.785063829787234,3
12432,43,5,5059.32,1801,10.550833333333332,3
12434,85,2,806.14,394,3.6726,1
12435,80,2,7829.89,2055,5.479166666666667,3
12436,100,1,509.01,211,5.2675,1
12438,14,2,2906.85,1180,3.894897959183673,3
12441,367,1,173.55,121,3.700909090909091,2
12442,3,1,172.06,182,3.34,1
12444,21,5,5005.46,1153,6.3586931818181816,3
12445,22,1,133.4,62,7.9875,0
12446,58,1,1002.31,351,4.352631578947368,1
12447,243,1,476.49,190,3.5742307692307693,2
12448,44,1,449.45,243,5.951818181818182,0
12449,22,4,4067.29,1553,3.694712041884817,3
12450,156,2,197.88,128,1.6175,2
12452,17,2,430.57,185,4.485,1
12453,134,1,707.09,473,2.393255813953488,1
12454,56,1,3528.34,1006,7.282,0
12455,73,6,2466.86,2089,3.173333333333334,3
12456,44,3,3181.04,1633,3.62456,3
12457,66,7,2363.23,843,5.357096774193548,3
12458,71,2,947.4,506,4.326315789473685,1
12461,94,2,826.88,287,4.258857142857143,1
12462,19,2,1189.59,536,4.689516129032258,1
12463,53,4,1344.78,776,3.0434939759036146,1
12464,10,8,1212.05,112,11.832758620689654,0
12465,17,2,742.1899999999999,479,2.76,1
12468,188,2,729.5400000000001,366,3.515,2
12473,29,5,3938.55,2439,8.323928571428572,3
12475,54,1,723.38,535,2.941111111111111,1
12476,16,11,6816.42,2408,4.831030042918456,3
12478,4,1,680.99,236,4.537777777777778,1
12479,11,1,527.2,385,2.6687096774193546,1
12480,28,4,3281.63,1707,3.1344155844155845,3
12483,17,8,2484.98,1110,5.198133333333334,3
12484,33,6,4541.72,2191,3.126098265895954,3
12488,10,3,1298.66,529,3.7347272727272727,1
12489,336,1,334.93,105,5.908,2
12490,5,10,5417.93,3064,2.692857142857143,3
12491,39,1,460.4,260,3.376923076923077,1
12492,63,2,263.21000000000004,192,3.3475,1
12493,166,2,433.74,207,4.309090909090909,2
12494,16,7,1246.1,707,3.862207792207792,1
12497,82,1,1043.1,1236,2.06,1
12498,21,3,403.7000000000001,159,4.197826086956522,1
12500,23,11,4257.82,2678,5.63688524590164,3
12501,337,1,2169.39,1783,2.4126845637583894,2
12502,96,5,3723.87,820,6.425238095238095,3
12504,18,2,482.05,90,9.011111111111113,0
12506,233,1,73.5,23,3.1956521739130435,2
12507,134,3,1304.81,894,4.862857142857143,1
12508,26,2,398.27,272,1.720434782608696,1
12509,284,1,176.5,55,5.564285714285715,2
12510,143,2,982.57,353,4.263333333333334,1
12512,66,2,138.03,99,2.5794117647058825,1
12513,113,1,612.29,462,2.180571428571428,1
12514,267,1,1017.68,440,3.296862745098039,2
12515,353,1,383.7,131,6.78125,2
12516,78,2,1312.06,875,2.725769230769231,1
12517,28,5,2502.84,1371,2.3527464788732395,3
12518,1,5,2056.89,1318,2.837177419354839,3
12519,64,1,340.84,183,2.9911111111111115,1
12520,79,5,2634.26,1439,3.288421052631579,3
12521,143,1,599.68,309,2.995789473684211,1
12522,39,2,192.72,194,5.0008333333333335,1
12523,19,11,1789.77,865,4.935471698113207,3
12526,1,3,1316.66,632,3.3538028169014087,1
12527,82,3,348.71000000000004,234,2.9294444444444445,1
12528,9,6,1933.48,756,5.487934782608695,3
12530,60,4,1662.28,913,3.885454545454545,1
12531,15,1,125.22,45,3.8094117647058825,1
12532,30,1,349.83000000000004,153,3.698125,1
12534,131,1,1089.18,651,3.035396825396825,1
12535,92,2,716.35,219,4.451470588235294,1
12538,29,1,363.95,191,3.6433333333333335,1
12539,22,4,5568.35,2067,4.176520146520147,3
12541,30,3,981.18,680,3.615769230769231,1
12544,36,1,372.7,136,4.106315789473685,1
12545,75,2,1000.39,523,4.0238,1
12546,47,2,1161.5,633,3.199275362318841,1
12547,198,2,207.8,134,7.95,0
12548,166,1,95.2,49,6.720000000000001,0
12550,79,1,964.83,569,3.090350877192982,1
12551,358,1,168.0,100,1.6800000000000002,2
12552,39,2,437.82,88,9.1155,0
12553,8,10,3692.28,1965,3.1996335078534037,3
12556,50,2,603.71,358,2.6623140495867768,1
12558,8,1,269.96,196,1.25,1
12559,311,2,561.71,283,3.5490476190476192,2
12560,5,3,2134.01,1110,2.8562857142857143,1
12561,303,1,238.85,177,2.964375,2
12562,8,7,3781.74,1779,3.188214285714286,3
12564,261,1,456.9,133,5.576190476190476,2
12565,289,1,145.92,80,2.351111111111111,2
12566,86,1,351.65,265,3.903684210526316,1
12571,40,2,519.61,523,1.3205882352941176,1
12572,9,2,1020.42,452,4.227833333333334,1
12573,227,1,160.54000000000002,84,2.0964285714285715,2
12574,316,1,218.45,61,5.2,2
12576,36,5,1315.83,967,2.4045454545454543,1
12577,35,3,657.8,472,1.795034013605442,1
12578,21,2,2794.51,1196,3.157017543859649,3
12579,78,1,440.42,285,3.338620689655172,1
12580,247,1,415.7,238,2.6075,2
12581,40,1,197.71,161,2.8926666666666665,1
12582,239,2,511.36,300,5.2318181818181815,2
12584,4,9,2338.15,416,7.484375,3
12585,234,2,2040.1,1279,3.4639080459770115,2
12586,17,1,196.94000000000003,79,4.190909090909091,1
12587,8,1,144.0,51,11.56,0
12588,39,1,214.9,53,9.58,0
12589,29,2,646.68,306,4.502857142857143,1
12591,317,1,452.85,228,3.780769230769231,2
12592,92,2,437.6,290,3.311111111111111,1
12593,109,3,418.1,206,2.6523809523809527,1
12594,38,10,3338.2200000000003,1777,3.023135593220339,3
12596,51,2,618.27,474,4.405555555555556,1
12597,19,4,3811.22,2236,3.942087378640776,3
12598,10,8,3023.08,1964,2.8425757575757578,3
12599,29,7,1032.58,956,2.996290322580645,3
12600,29,10,2599.04,774,5.47375,3
12601,190,5,577.0600000000001,245,6.511071428571428,0
12602,59,1,153.12,162,1.9708333333333328,1
12603,22,1,739.1999999999999,63,14.475,0
12604,79,2,254.18,201,2.59125,1
12607,60,1,1579.51,1228,2.157722772277228,1
12609,78,3,1126.85,648,3.5178333333333334,1
12610,23,5,2099.54,1049,5.024716981132076,3
12611,52,1,1193.32,846,2.675076923076923,1
12612,74,1,704.0400000000001,262,4.4389473684210525,1
12613,57,5,3344.38,1644,2.8726143790849674,3
12614,278,1,315.6,76,5.61,2
12615,2,4,2291.19,1376,3.089619047619048,3
12616,95,2,713.3,284,3.8203125,1
12617,29,1,355.53,213,1.903095238095238,1
12618,22,1,177.31,96,6.63818181818182,0
12620,15,3,1339.41,1181,2.1478260869565218,1
12622,232,1,180.1,69,5.739090909090909,2
12623,276,1,305.1,191,2.628888888888889,2
12624,106,2,641.13,355,3.8721052631578954,1
12625,212,2,2683.82,1612,2.1713953488372093,3
12627,11,7,4478.53,2752,2.937913043478261,3
12628,4,3,786.46,448,3.591219512195122,1
12630,10,2,1270.88,548,4.48640625,1
12631,57,1,640.5,236,4.537096774193548,1
12633,59,4,2163.98,1162,3.211386138613862,3
12635,90,2,1689.18,1172,2.522079207920792,1
12637,67,8,6021.9,3002,2.6583076923076923,3
12638,33,1,671.69,577,2.56,1
12639,239,1,486.1,201,4.918181818181818,2
12640,24,3,1174.58,311,5.716981132075472,1
12641,115,1,185.9,72,6.964999999999999,0
12642,25,3,1013.26,552,3.5906382978723403,1
12643,128,6,3344.64,1808,5.187916666666666,3
12644,130,1,477.91,325,2.8045161290322578,1
12645,34,4,1775.18,1084,2.611095890410959,1
12646,5,2,1346.97,897,2.387111111111111,1
12647,22,12,3722.82,1431,5.498842975206611,3
12648,155,1,318.05,160,3.1723809523809527,2
12649,107,3,623.51,586,2.6970967741935485,1
12650,3,1,314.44,254,1.9345,1
12651,335,1,114.0,78,2.244444444444445,2
12652,331,1,919.98,505,2.8972916666666664,2
12653,149,2,2209.85,919,2.59093023255814,1
12654,11,5,601.98,264,4.420526315789473,1
12656,17,5,4051.17,1723,4.4494444444444445,3
12657,11,4,1643.18,1044,5.044893617021277,1
12658,19,1,686.05,320,4.114444444444445,1
12659,30,1,91.68,105,5.308,1
12660,11,1,245.1,127,3.865384615384616,1
12662,1,11,3849.78,2058,3.206478260869565,3
12664,8,9,4881.88,1203,11.084864864864864,3
12665,325,1,63.0,37,6.833333333333333,0
12667,58,1,620.13,395,3.624242424242424,1
12668,12,4,3807.15,1634,3.458509316770187,3
12669,151,3,2744.03,1115,13.741386138613862,0
12670,10,5,2996.05,1397,3.235869565217391,3
12672,330,1,225.9,78,3.79,2
12673,5,2,610.52,351,2.9283333333333337,1
12674,39,4,1970.6,1133,3.230602409638554,3
12676,25,6,1331.39,670,7.0282222222222215,0
12679,59,4,1113.02,554,4.004166666666666,1
12680,1,4,862.81,443,3.637884615384615,1
12684,8,7,2283.63,1985,2.536,3
12685,28,6,2863.08,1523,3.0710191082802547,3
12686,372,1,89.14,107,3.2585714285714285,2
12688,114,1,4873.81,3028,4.124736842105263,3
12689,26,2,1247.61,628,2.8519444444444444,1
12690,206,1,389.01,106,5.526875,2
12691,28,6,1035.8,394,5.0359375,1
12693,127,4,855.91,255,5.44025641025641,1
12694,70,2,869.67,509,3.901621621621622,1
12695,7,4,582.1,220,4.785555555555556,1
12697,29,3,957.59,508,5.027560975609756,1
12700,8,4,4939.99,2967,2.6198880597014926,3
12701,80,2,797.71,678,3.090754716981132,1
12702,20,1,219.0,53,5.441666666666666,1
12703,71,1,283.55,164,2.638095238095238,1
12704,7,8,2340.84,1006,6.428409090909091,3
12707,292,1,603.42,256,3.236666666666667,2
12708,30,10,2712.91,1307,4.316433121019108,3
12710,97,3,1149.02,851,2.718441558441558,1
12712,29,13,4396.13,1062,6.379924812030075,3
12713,1,1,848.55,508,2.503421052631579,1
12714,9,5,4708.86,3069,2.391891891891892,3
12715,106,1,353.86,197,3.401904761904762,1
12716,4,2,1053.49,708,2.665797101449275,1
12717,151,2,1030.98,506,4.670000000000001,1
12718,71,1,238.25,203,2.7221052631578946,1
12719,5,2,644.95,374,3.644871794871795,1
12721,32,6,2656.13,1959,3.069751552795031,3
12722,85,4,997.63,566,3.6201886792452833,1
12723,4,5,725.07,434,3.2023188405797103,1
12724,5,4,1031.41,445,3.721132075471698,1
12725,371,1,427.8,164,4.104166666666667,2
12727,11,7,3980.7,2098,3.2171223021582733,3
12728,71,4,836.33,419,4.669347826086956,1
12729,114,1,453.01,233,3.701538461538462,1
12732,180,1,236.26,111,3.5225000000000004,2
12733,234,1,383.95,137,3.372727272727273,2
12734,353,1,110.4,88,1.185,2
12735,315,2,779.5699999999999,368,5.416279069767441,2
12736,333,1,234.0,173,5.58,2
12738,372,1,155.35,148,3.95,2
12739,78,2,1013.04,486,4.008421052631578,1
12740,64,1,427.6,342,2.074074074074074,1
12743,134,2,546.43,319,3.038582089552239,1
12747,2,11,4196.01,1275,4.367864077669903,3
12749,4,5,4090.88,1471,4.999949748743719,3
12750,129,1,275.88,137,4.62,2
12752,81,1,4366.78,2262,2.2941509433962266,3
12755,281,2,3811.95,1491,5.025,3
12756,87,1,112.07999999999998,144,0.7424999999999999,1
12757,16,13,7857.1,2402,11.912641509433962,3
12758,117,2,2791.59,2135,1.700618556701031,3
12759,52,3,1531.44,902,3.2154736842105267,1
12762,8,2,1898.52,1227,2.736086956521739,1
12763,138,2,494.08,316,1.7716666666666667,1
12764,317,1,1693.88,386,5.387555555555555,2
12769,239,1,1143.6,356,4.45625,2
12770,211,1,1351.45,743,2.625,2
12772,60,1,892.47,556,3.700727272727272,1
12775,17,5,1386.04,877,3.880606060606061,1
12778,20,6,822.23,825,3.5094,1
12779,38,8,3981.36,2024,3.654362416107383,3
12781,64,2,826.74,671,3.1308,1
12782,5,5,2330.92,1086,3.805436893203883,3
12783,2,6,2225.91,624,12.22857142857143,0
12784,9,2,574.42,300,2.8015254237288136,1
12785,364,1,311.95,131,4.828571428571428,2
12787,10,3,463.66,261,3.998,1
12790,192,1,324.92,166,3.948571428571429,2
12791,374,1,192.6,97,8.425,0
12792,257,1,400.54,217,3.5096,2
12793,335,2,545.48,295,3.91,2
12794,53,2,860.41,592,2.077111111111111,1
12795,19,1,430.48,68,7.695,0
12797,366,1,254.03,118,5.143846153846154,2
12802,187,1,427.58,314,2.52,2
12808,37,3,483.65,188,4.0460714285714285,1
12809,178,1,489.31,220,4.4092,2
12811,261,3,514.85,230,4.12258064516129,2
12812,45,1,229.64,164,2.0686666666666667,1
12815,148,2,1063.46,379,5.401489361702128,2
12816,96,2,572.2,128,8.832758620689654,0
12817,281,1,166.04,53,12.0725,0
12818,262,1,1542.08,929,6.755,0
12820,3,4,942.34,722,1.904745762711864,1
12821,214,1,92.72,70,2.498333333333333,2
12822,71,2,948.88,550,2.692608695652174,1
12823,75,5,1759.5,230,7.65,0
12824,60,1,397.12,232,2.5356,1
12826,3,7,1474.72,1058,1.927692307692308,3
12827,6,3,430.15,197,2.8680000000000003,1
12828,3,6,1018.71,494,3.09,1
12829,337,2,293.0,376,10.368181818181816,0
12831,262,1,215.05,135,3.066666666666667,2
12832,32,2,383.03,195,2.928888888888889,1
12833,145,1,417.38,156,5.44125,2
12834,283,1,312.38,110,4.893888888888889,2
12836,59,4,2612.86,1064,4.287828571428571,3
12837,173,1,134.1,24,6.745833333333334,0
12838,34,2,683.13,359,2.319756097560976,1
12840,144,4,2726.77,1511,2.035486725663717,3
12842,70,2,1118.99,547,4.33029411764706,1
12843,66,8,1702.26,781,3.513203883495146,3
12844,29,2,325.96000000000004,125,2.631153846153846,1
12845,267,4,354.09,204,2.7903703703703706,2
12847,22,1,871.54,909,1.3392307692307692,1
12849,31,2,1050.89,623,2.8945098039215686,1
12851,97,1,135.18,109,1.9466,1
12852,295,1,311.55,149,3.65,2
12853,135,6,1957.1,800,4.250512820512821,3
12854,79,3,1324.5,627,2.774636363636364,1
12855,373,1,38.1,30,1.55,2
12856,8,6,2179.93,1079,2.543407643312102,3
12857,211,2,1106.4,343,4.142391304347826,2
12863,52,1,521.2,188,3.374,1
12864,138,1,147.12,216,0.6566666666666666,1
12865,26,2,1568.23,925,3.119157894736842,1
12866,283,1,559.12,171,4.4157692307692304,2
12868,186,6,1607.0600000000002,928,2.611682242990654,3
12871,84,2,380.64,200,2.110909090909091,1
12872,327,2,599.97,319,2.4956060606060606,2
12873,282,1,374.0,128,4.0375,2
12875,143,2,343.2300000000001,2019,0.17,1
12876,58,2,2218.02,1941,2.2544705882352942,3
12877,4,12,1535.77,1178,1.898896103896104,3
12878,236,2,854.99,547,2.0325531914893618,2
12879,45,3,573.22,370,1.832,1
12882,9,2,1463.04,246,6.437692307692307,0
12883,25,4,703.47,196,5.926904761904762,1
12884,88,1,309.05,43,15.984285714285717,0
12885,63,3,1175.22,655,3.593098591549296,1
12886,68,2,1378.4,770,3.7206097560975615,1
12888,214,2,354.12,76,5.896,2
12890,24,1,380.47,259,1.8129268292682927,1
12891,186,3,331.0,950,0.3666666666666667,1
12893,31,1,188.14,96,2.2108823529411765,1
12895,42,2,372.8,210,3.222727272727273,1
12897,205,2,216.5,110,2.7,2
12902,265,1,138.68,66,5.619,2
12904,18,2,509.58,302,3.085,1
12906,12,5,2919.81,1749,2.551904761904762,3
12908,176,2,750.0,1200,0.625,1
12909,40,5,2178.67,1280,6.763956043956044,3
12910,23,8,3075.04,1692,2.0928,3
12912,3,5,1662.3,670,2.7191666666666667,1
12913,5,5,2483.63,1419,2.9248000000000003,3
12915,149,2,363.65,93,6.788636363636363,0
12916,139,4,3006.15,1119,4.126635514018692,3
12917,128,1,594.0,120,4.95,1
12919,8,6,1335.19,673,2.6044,1
12920,17,1,164.23,129,3.841071428571429,1
12922,161,1,405.38,370,1.627857142857143,2
12923,64,1,176.97,69,2.936551724137931,1
12924,88,4,933.7,481,3.188333333333333,1
12925,5,2,694.05,541,2.310222222222222,1
12928,35,5,2062.7000000000003,1472,1.942619047619048,3
12929,312,1,117.85,37,7.11875,0
12930,78,2,415.8,252,2.9948,1
12933,24,3,607.53,499,2.646981132075472,1
12935,2,7,2160.7,1853,2.032325581395349,3
12936,17,4,1063.9,559,2.033225806451613,1
12937,15,4,1504.27,1007,2.371666666666667,1
12938,26,1,114.14,140,1.271111111111111,1
12940,55,2,913.54,411,3.8207070707070714,1
12942,131,3,683.9,203,4.137866666666668,1
12944,36,2,604.51,289,3.1886666666666668,1
12945,288,1,462.95,165,4.95,2
12947,144,6,1603.99,1165,3.270309278350515,3
12948,16,7,2064.95,1080,2.932758620689655,3
12949,31,8,4167.22,2381,2.878651162790697,3
12950,2,3,1843.0,1380,1.3891304347826086,3
12951,9,6,1064.07,503,3.006031746031746,1
12952,6,4,1387.79,653,4.062658227848101,1
12953,10,1,329.85,84,6.647058823529412,0
12956,306,1,108.07,34,4.365263157894737,2
12957,10,8,4017.54,2549,2.817563025210084,3
12962,7,2,266.39,129,2.985625,1
12963,8,8,1856.63,881,3.294842105263158,3
12965,89,1,771.91,283,3.663853211009175,1
12966,10,1,160.18,75,3.4230000000000005,1
12967,358,2,1660.9,438,6.476315789473684,2
12968,112,1,135.95,73,3.29,1
12970,7,4,452.24,310,2.0307947019867547,1
12974,198,1,144.8,24,7.7,0
12976,212,1,738.6,561,1.5345454545454544,2
12977,156,1,39.24,12,4.23,2
12980,158,9,7374.900000000001,886,15.904500000000002,0
12981,30,2,372.22,242,1.6235,1
12982,243,1,390.54,288,1.8478571428571429,2
12984,19,1,97.5,26,3.85,1
12985,1,2,1239.38,1533,1.914342105263158,1
12987,74,2,558.7,219,6.110714285714286,0
12988,292,1,535.32,136,4.110217391304348,2
12989,3,15,6924.110000000001,2943,3.1915625,3
12990,31,3,409.5,200,2.05,1
12991,23,2,503.76,405,2.3067741935483874,1
12993,23,4,414.76,240,2.1377777777777776,1
12994,4,3,974.42,459,4.212459016393442,1
12995,85,1,211.32,108,1.9566666666666668,1
12997,22,4,1226.89,664,3.294237288135593,1
12999,196,3,455.88,342,2.549285714285714,2
13000,107,3,534.85,379,3.0125806451612904,1
13002,318,1,120.95,73,2.821428571428572,2
13003,106,3,149.05,103,2.25,1
13005,174,2,513.7,172,5.117307692307692,2
13006,56,1,81.57,55,5.295,1
13008,323,1,229.47,175,1.7342857142857144,2
13011,372,1,50.55,13,4.216666666666667,2
13012,9,8,1661.84,824,3.2319101123595506,3
13013,1,13,4810.9400000000005,2224,3.163470319634703,3
13014,11,10,3466.28,905,5.255229357798165,3
13015,53,5,3346.28,1617,5.035568181818181,3
13016,73,3,789.89,527,3.173191489361702,1
13017,7,1,204.0,48,4.25,1
13021,4,9,2616.38,1352,3.812290076335878,3
13023,64,2,689.9,286,4.5525,1
13026,1,5,975.36,1620,0.6757500000000001,3
13028,23,2,661.3199999999999,798,1.014,1
13029,31,3,1247.5,134,7.388,0
13030,11,2,799.48,394,3.17989898989899,1
13032,52,2,1010.18,375,3.81943661971831,1
13033,357,1,190.55,83,2.640909090909091,2
13034,55,2,642.77,369,2.3721621621621622,1
13035,74,2,921.88,644,1.821851851851852,1
13037,138,3,881.07,431,3.8214583333333336,1
13038,80,3,908.46,360,2.7582142857142857,1
13040,9,2,676.99,355,2.8039534883720934,1
13043,273,1,516.42,254,5.680000000000001,2
13044,291,1,560.47,429,3.258787878787879,2
13045,99,1,305.28000000000003,221,1.5705555555555557,1
13046,31,2,629.31,264,6.142857142857143,0
13047,32,10,3237.54,1391,3.9320348837209305,3
13048,14,4,1835.91,1238,1.8322058823529408,3
13049,64,2,656.6800000000001,268,3.9335714285714287,1
13052,212,1,348.15000000000003,222,3.2938888888888886,2
13055,78,3,1214.41,894,2.471052631578948,1
13058,25,3,271.40000000000003,52,5.825,1
13059,250,1,183.4,35,5.21875,2
13060,254,1,307.53,123,3.982666666666667,2
13061,72,1,248.61,107,3.403,1
13062,191,1,346.98,343,6.819090909090908,0
13064,13,4,1119.49,516,3.555217391304348,1
13065,373,1,205.86,74,5.222142857142857,2
13066,24,2,470.8,322,3.1733333333333333,1
13067,82,1,115.46,32,3.86,1
13068,10,2,344.0,200,1.72,1
13070,192,1,228.8,110,2.08,2
13072,267,1,177.15,69,3.3500000000000005,2
13075,130,1,919.61,485,2.0395454545454546,1
13077,1,4,729.27,863,1.7558035714285716,1
13079,4,5,220.1,62,4.166666666666667,1
13080,179,1,58.08,120,0.5783333333333333,2
13083,4,2,303.75,187,3.4066666666666667,1
13085,158,2,416.08,216,4.003636363636364,2
13090,9,14,8910.82,2263,4.534516129032259,3
13091,28,1,345.82,466,0.9933333333333332,1
13092,71,5,477.83,279,5.018,1
13094,21,12,1927.32,1716,1.2525000000000002,3
13095,71,1,74.39999999999999,144,0.6933333333333334,1
13097,33,10,6010.42,2363,4.244113475177305,3
13099,99,1,207.36,288,0.72,1
13101,234,1,101.19,113,2.9675,2
13103,40,1,243.94,82,3.9675,1
13104,3,6,1098.48,504,2.1715,1
13106,133,1,76.5,18,4.25,2
13107,44,4,1531.62,1293,1.7613793103448274,1
13108,373,1,350.06,298,1.752,2
13109,60,2,786.54,520,2.6465957446808512,1
13110,31,7,1488.67,388,4.7364137931034485,1
13115,12,4,2294.78,1567,2.5445,3
13116,138,1,501.14,291,4.5216666666666665,2
13117,22,8,984.91,945,2.4343421052631578,3
13118,20,5,1197.81,410,3.588354430379747,1
13120,239,1,30.6,12,2.55,2
13121,269,1,283.73,252,1.6888,2
13122,94,2,922.39,585,2.6365454545454545,1
13124,90,3,3866.33,2147,3.323489361702128,3
13126,5,8,2099.64,2143,2.100142857142857,3
13127,78,1,259.17,127,2.885333333333333,1
13130,94,1,64.0,32,2.25,1
13131,23,3,1073.3,447,3.1161363636363637,1
13132,262,1,77.3,20,4.933333333333334,2
13133,274,2,109.8,32,5.342857142857143,2
13134,86,4,1793.58,1059,3.113163265306122,1
13136,56,5,2607.61,1328,2.843937007874016,3
13137,11,8,3650.41,2226,1.915241477272727,3
13138,22,6,962.39,473,2.8215873015873014,1
13139,16,7,5064.94,2425,3.541235294117647,3
13140,108,3,423.72,186,2.9486956521739134,1
13141,85,5,2388.75,1548,2.202444444444444,3
13142,19,1,307.09,258,2.9969565217391305,1
13144,333,1,110.95,21,6.216666666666666,2
13146,26,1,228.91,154,2.027058823529412,1
13147,10,4,712.8000000000001,144,4.95,1
13148,29,12,3707.12,1975,3.467742946708464,3
13149,14,4,1676.06,1280,2.881860465116279,3
13151,296,1,1257.87,363,5.689324324324324,2
13153,6,1,486.22,418,1.278,1
13155,33,4,971.76,497,2.912,1
13157,49,4,1741.22,1439,1.8683908045977011,3
13158,95,4,1201.06,784,2.0106329113924053,1
13159,9,4,1437.85,1059,2.7321487603305785,1
13160,22,1,91.8,56,3.025,1
13161,313,1,112.75,29,4.8625,2
13162,122,4,1688.29,1713,1.4626582278481013,3
13165,46,2,1021.48,1376,0.800952380952381,1
13166,283,1,417.2,216,2.3914634146341465,2
13167,19,4,791.33,785,2.9483076923076923,1
13168,36,4,1319.19,682,3.165267175572519,1
13169,64,2,712.88,272,3.782307692307693,1
13170,27,1,116.01,147,1.54625,1
13171,22,3,468.41,229,4.0445652173913045,1
13173,4,2,353.65,277,2.6467441860465115,1
13174,16,3,2817.03,1395,3.3874840764331213,3
13176,46,1,492.84,453,2.7775,1
13177,65,1,282.45,91,3.514705882352941,1
13182,45,1,121.18,201,0.6854545454545454,1
13183,8,9,3957.78,2208,2.032659574468085,3
13184,15,10,1701.29,1692,1.8393922651933703,3
13185,268,1,71.4,12,5.95,2
13186,40,3,1575.89,820,3.2486075949367086,1
13187,337,1,236.02,95,3.765405405405405,2
13188,11,1,114.6,25,9.575,0
13189,19,2,260.68,842,0.3917241379310344,1
13192,95,2,911.94,595,2.6287301587301584,1
13193,61,1,117.88,50,2.870344827586207,1
13194,136,1,60.7,26,2.65,2
13196,11,4,1797.78,1224,2.5078181818181817,3
13198,10,6,3401.24,2648,2.379336283185841,3
13200,19,4,870.09,516,3.375652173913044,1
13203,10,4,869.46,800,2.3040350877192983,1
13207,15,2,250.26,130,2.29125,1
13208,59,6,1223.9,804,2.338456375838926,1
13210,94,1,353.48,316,1.5118181818181815,1
13211,10,3,1197.42,874,1.4396428571428572,1
13212,20,3,788.08,310,3.745211267605634,1
13213,57,5,1520.58,1360,2.721,3
13216,268,1,333.74,297,1.448,2
13217,122,3,533.98,262,2.38,1
13218,127,1,62.63999999999999,88,0.93,1
13220,78,4,819.2900000000001,196,4.531904761904762,1
13221,240,2,847.41,244,5.01439393939394,2
13223,200,2,163.20000000000002,88,1.96,2
13224,60,2,2155.95,1518,2.3142592592592592,3
13226,273,1,108.21,80,2.711875,2
13227,202,1,257.7,99,2.6,2
13228,81,1,358.0,200,1.79,1
13229,226,1,160.95,63,4.0600000000000005,2
13230,4,14,2806.97,1665,2.399050736497545,3
