CustomerID,Recency,Frequency,Monetary,TotalQuantity,AvgUnitPrice,Country,Cluster
12391.0,21,1,460.89,300,2.4599,Cyprus,1
12393.0,71,4,1582.6,816,2.2796875,Australia,1
12394.0,63,2,1272.48,819,3.3707407407407404,Belgium,1
12395.0,18,12,3018.63,2118,3.9688461538461537,Belgium,1
12397.0,35,2,2409.9,1263,3.4682539682539684,Belgium,1
12398.0,45,1,1635.66,1394,1.992705882352941,Switzerland,1
12399.0,118,4,1108.65,1178,2.1145762711864404,Belgium,1
12401.0,302,1,84.3,11,9.68,Belgium,0
12402.0,322,1,225.6,94,3.290909090909091,Belgium,0
12403.0,49,1,427.7,96,7.080000000000001,Denmark,1
12405.0,148,1,1710.39,857,3.54425925925926,Finland,0
12406.0,21,2,3415.3,1818,2.487047619047619,Denmark,1
12407.0,49,5,1708.12,1416,3.2674025974025973,Belgium,1
12408.0,32,5,2888.55,1409,3.0228571428571427,Belgium,1
12409.0,78,3,11072.67,5551,3.574495412844037,Switzerland,1
12410.0,308,2,693.3299999999999,211,6.335384615384616,Switzerland,0
12412.0,74,3,1226.88,829,2.7137704918032783,Denmark,1
12413.0,66,3,758.1,286,4.798421052631579,France,1
12414.0,216,3,562.41,300,8.57,Austria,0
12415.0,23,21,124914.53,77374,2.937086834733893,Australia,3
12417.0,2,9,3649.1,1552,5.337916666666666,Belgium,1
12418.0,112,1,668.58,407,3.5644117647058824,Switzerland,1
12420.0,63,1,600.39,345,4.707241379310345,Cyprus,1
12421.0,15,4,807.04,484,4.520222222222222,Spain,1
12422.0,95,3,803.5600000000001,370,3.26025641025641,Australia,1
12423.0,0,8,1859.31,1339,2.9136,Belgium,1
12424.0,162,2,1760.96,740,2.780666666666667,Australia,0
12425.0,77,1,777.2,496,2.5644444444444443,Portugal,1
12426.0,194,1,582.73,258,3.936333333333333,Germany,0
12427.0,21,3,825.8,533,4.589032258064516,Germany,1
12428.0,25,9,7956.46,3536,4.627414965986395,Finland,1
12429.0,8,4,3750.4,1557,3.630721649484536,Denmark,1
12430.0,42,1,256.4,117,6.225454545454546,Norway,1
12431.0,35,15,6487.45,2906,3.785063829787234,Australia,1
12432.0,42,5,5059.32,1801,10.550833333333332,Norway,1
12433.0,0,7,13375.87,11071,2.1927380952380955,Norway,1
12434.0,84,2,806.14,394,3.6726,Australia,1
12435.0,79,2,7829.89,2055,5.479166666666667,Denmark,1
12436.0,99,1,509.01,211,5.2675,Norway,1
12437.0,1,18,4951.41,2922,4.012562814070352,France,1
12438.0,13,2,2906.85,1180,3.894897959183673,Norway,1
12441.0,366,1,173.55,121,3.700909090909091,France,0
12442.0,2,1,172.06,182,3.34,Spain,1
12444.0,20,5,5005.46,1153,6.3586931818181816,Norway,1
12445.0,21,1,133.4,62,7.9875,Spain,1
12446.0,57,1,1002.31,351,4.352631578947368,RSA,1
12447.0,242,1,476.49,190,3.5742307692307693,Belgium,0
12448.0,43,1,449.45,243,5.951818181818182,Spain,1
12449.0,21,4,4067.29,1553,3.694712041884817,Belgium,1
12450.0,155,2,197.88,128,1.6175,Spain,0
12451.0,10,5,9035.52,6575,2.450084745762712,Switzerland,1
12452.0,16,2,430.57,185,4.485,Switzerland,1
12453.0,133,1,707.09,473,2.393255813953488,Austria,1
12454.0,55,1,3528.34,1006,7.282,Spain,1
12455.0,72,6,2466.86,2089,3.173333333333334,Spain,1
12456.0,43,3,3181.04,1633,3.62456,Switzerland,1
12457.0,65,7,2363.23,843,5.357096774193548,Switzerland,1
12458.0,70,2,947.4,506,4.326315789473685,Switzerland,1
12461.0,93,2,826.88,287,4.258857142857143,Switzerland,1
12462.0,18,2,1189.59,536,4.689516129032258,Spain,1
12463.0,52,4,1344.78,776,3.0434939759036146,Belgium,1
12464.0,9,8,1212.05,112,11.832758620689654,Belgium,1
12465.0,16,2,742.1899999999999,479,2.76,Belgium,1
12468.0,187,2,729.5400000000001,366,3.515,Germany,0
12471.0,1,30,19824.05,8212,4.300369565217392,Germany,1
12472.0,31,7,6572.11,4148,2.397669616519174,Germany,1
12473.0,28,5,3938.55,2439,8.323928571428572,Germany,1
12474.0,16,18,7375.79,4847,2.8656603773584903,Germany,1
12475.0,53,1,723.38,535,2.941111111111111,Germany,1
12476.0,15,11,6816.42,2408,4.831030042918456,Germany,1
12477.0,22,6,13219.74,3653,4.3832,Germany,1
12478.0,3,1,680.99,236,4.537777777777778,Greece,1
12479.0,10,1,527.2,385,2.6687096774193546,Germany,1
12480.0,27,4,3281.63,1707,3.1344155844155845,Germany,1
12481.0,22,10,5596.32,3304,3.4149769585253456,Germany,1
12483.0,16,8,2484.98,1110,5.198133333333334,Sweden,1
12484.0,32,6,4541.72,2191,3.126098265895954,Spain,1
12488.0,9,3,1298.66,529,3.7347272727272727,France,1
12489.0,335,1,334.93,105,5.908,France,0
12490.0,4,10,5417.93,3064,2.692857142857143,France,1
12491.0,38,1,460.4,260,3.376923076923077,France,1
12492.0,62,2,263.21000000000004,192,3.3475,Germany,1
12493.0,165,2,433.74,207,4.309090909090909,France,0
12494.0,15,7,1246.1,707,3.862207792207792,France,1
12497.0,81,1,1043.1,1236,2.06,Germany,1
12498.0,20,3,403.7000000000001,159,4.197826086956522,Germany,1
12500.0,22,11,4257.82,2678,5.63688524590164,Germany,1
12501.0,336,1,2169.39,1783,2.4126845637583894,Germany,0
12502.0,95,5,3723.87,820,6.425238095238095,Spain,1
12504.0,17,2,482.05,90,9.011111111111113,Germany,1
12506.0,232,1,73.5,23,3.1956521739130435,France,0
12507.0,133,3,1304.81,894,4.862857142857143,Spain,1
12508.0,25,2,398.27,272,1.720434782608696,France,1
12509.0,283,1,176.5,55,5.564285714285715,France,0
12510.0,142,2,982.57,353,4.263333333333334,Spain,0
12512.0,65,2,138.03,99,2.5794117647058825,Israel,1
12513.0,112,1,612.29,462,2.180571428571428,France,1
12514.0,266,1,1017.68,440,3.296862745098039,Italy,0
12515.0,352,1,383.7,131,6.78125,Italy,0
12516.0,77,2,1312.06,875,2.725769230769231,Germany,1
12517.0,27,5,2502.84,1371,2.3527464788732395,Germany,1
12518.0,0,5,2056.89,1318,2.837177419354839,Germany,1
12519.0,63,1,340.84,183,2.9911111111111115,Germany,1
12520.0,78,5,2634.26,1439,3.288421052631579,Germany,1
12521.0,142,1,599.68,309,2.995789473684211,Germany,0
12522.0,38,2,192.72,194,5.0008333333333335,Germany,1
12523.0,18,11,1789.77,865,4.935471698113207,France,1
12524.0,8,8,4485.72,3699,2.9170833333333333,Germany,1
12526.0,0,3,1316.66,632,3.3538028169014087,Germany,1
12527.0,81,3,348.71000000000004,234,2.9294444444444445,Germany,1
12528.0,8,6,1933.48,756,5.487934782608695,Germany,1
12530.0,59,4,1662.28,913,3.885454545454545,Germany,1
12531.0,14,1,125.22,45,3.8094117647058825,Germany,1
12532.0,29,1,349.83000000000004,153,3.698125,France,1
12534.0,130,1,1089.18,651,3.035396825396825,Germany,1
12535.0,91,2,716.35,219,4.451470588235294,France,1
12536.0,42,3,12601.830000000002,2803,34.75452107279693,France,1
12538.0,28,1,363.95,191,3.6433333333333335,Spain,1
12539.0,21,4,5568.35,2067,4.176520146520147,Spain,1
12540.0,19,17,13400.24,6685,3.847050209205021,Spain,1
12541.0,29,3,981.18,680,3.615769230769231,Spain,1
12544.0,35,1,372.7,136,4.106315789473685,Spain,1
12545.0,74,2,1000.39,523,4.0238,Spain,1
12546.0,46,2,1161.5,633,3.199275362318841,Spain,1
12547.0,197,2,207.8,134,7.95,Spain,0
12548.0,165,1,95.2,49,6.720000000000001,Spain,0
12550.0,78,1,964.83,569,3.090350877192982,Spain,1
12551.0,357,1,168.0,100,1.6800000000000002,Spain,0
12552.0,38,2,437.82,88,9.1155,Italy,1
12553.0,7,10,3692.28,1965,3.1996335078534037,France,1
12556.0,49,2,603.71,358,2.6623140495867768,Spain,1
12557.0,15,5,11990.96,4384,2.1766666666666667,Spain,1
12558.0,7,1,269.96,196,1.25,USA,1
12559.0,310,2,561.71,283,3.5490476190476192,Germany,0
12560.0,4,3,2134.01,1110,2.8562857142857143,Germany,1
12561.0,302,1,238.85,177,2.964375,Germany,0
12562.0,7,7,3781.74,1779,3.188214285714286,France,1
12564.0,260,1,456.9,133,5.576190476190476,France,0
12565.0,288,1,145.92,80,2.351111111111111,Saudi Arabia,0
12566.0,85,1,351.65,265,3.903684210526316,Germany,1
12567.0,22,10,9401.28,4305,3.40847533632287,France,1
12569.0,1,32,4124.69,1801,5.434574468085106,Germany,1
12571.0,39,2,519.61,523,1.3205882352941176,France,1
12572.0,8,2,1020.42,452,4.227833333333334,Germany,1
12573.0,226,1,160.54000000000002,84,2.0964285714285715,France,0
12574.0,315,1,218.45,61,5.2,France,0
12576.0,35,5,1315.83,967,2.4045454545454543,Poland,1
12577.0,34,3,657.8,472,1.795034013605442,France,1
12578.0,20,2,2794.51,1196,3.157017543859649,Italy,1
12579.0,77,1,440.42,285,3.338620689655172,France,1
12580.0,246,1,415.7,238,2.6075,Germany,0
12581.0,39,1,197.71,161,2.8926666666666665,Germany,1
12582.0,238,2,511.36,300,5.2318181818181815,Finland,0
12583.0,2,15,7281.38,5060,3.103603238866397,France,1
12584.0,3,9,2338.15,416,7.484375,Italy,1
12585.0,233,2,2040.1,1279,3.4639080459770115,Germany,0
12586.0,16,1,196.94000000000003,79,4.190909090909091,Italy,1
12587.0,7,1,144.0,51,11.56,Finland,1
12588.0,38,1,214.9,53,9.58,Finland,1
12589.0,28,2,646.68,306,4.502857142857143,France,1
12590.0,210,2,9864.26,4283,10.54735294117647,Germany,0
12591.0,316,1,452.85,228,3.780769230769231,Italy,0
12592.0,91,2,437.6,290,3.311111111111111,Germany,1
12593.0,108,3,418.1,206,2.6523809523809527,France,1
12594.0,37,10,3338.2200000000003,1777,3.023135593220339,Italy,1
12596.0,50,2,618.27,474,4.405555555555556,Spain,1
12597.0,18,4,3811.22,2236,3.942087378640776,Spain,1
12598.0,9,8,3023.08,1964,2.8425757575757578,France,1
12599.0,28,7,1032.58,956,2.996290322580645,France,1
12600.0,28,10,2599.04,774,5.47375,Germany,1
12601.0,189,5,577.0600000000001,245,6.511071428571428,Germany,0
12602.0,58,1,153.12,162,1.9708333333333328,France,1
12603.0,21,1,739.1999999999999,63,14.475,Germany,1
12604.0,78,2,254.18,201,2.59125,France,1
12607.0,59,1,1579.51,1228,2.157722772277228,USA,1
12609.0,77,3,1126.85,648,3.5178333333333334,Germany,1
12610.0,22,5,2099.54,1049,5.024716981132076,Italy,1
12611.0,51,1,1193.32,846,2.675076923076923,Italy,1
12612.0,73,1,704.0400000000001,262,4.4389473684210525,Germany,1
12613.0,56,5,3344.38,1644,2.8726143790849674,Germany,1
12614.0,277,1,315.6,76,5.61,Germany,0
12615.0,1,4,2291.19,1376,3.089619047619048,France,1
12616.0,94,2,713.3,284,3.8203125,France,1
12617.0,28,1,355.53,213,1.903095238095238,France,1
12618.0,21,1,177.31,96,6.63818181818182,Italy,1
12619.0,15,9,3641.24,3378,7.056555555555556,Germany,1
12620.0,14,3,1339.41,1181,2.1478260869565218,France,1
12621.0,1,20,13689.67,7440,2.892291220556745,Germany,1
12622.0,231,1,180.1,69,5.739090909090909,Germany,0
12623.0,275,1,305.1,191,2.628888888888889,Germany,0
12624.0,105,2,641.13,355,3.8721052631578954,France,1
12625.0,211,2,2683.82,1612,2.1713953488372093,Germany,0
12626.0,22,9,6620.48,3453,2.8210544217687072,Germany,1
12627.0,10,7,4478.53,2752,2.937913043478261,Germany,1
12628.0,3,3,786.46,448,3.591219512195122,Germany,1
12630.0,9,2,1270.88,548,4.48640625,Finland,1
12631.0,56,1,640.5,236,4.537096774193548,Finland,1
12633.0,58,4,2163.98,1162,3.211386138613862,Germany,1
12635.0,89,2,1689.18,1172,2.522079207920792,Germany,1
12637.0,66,8,6021.9,3002,2.6583076923076923,France,1
12638.0,32,1,671.69,577,2.56,Sweden,1
12639.0,238,1,486.1,201,4.918181818181818,Sweden,0
12640.0,23,3,1174.58,311,5.716981132075472,France,1
12641.0,114,1,185.9,72,6.964999999999999,Sweden,1
12642.0,24,3,1013.26,552,3.5906382978723403,Germany,1
12643.0,127,6,3344.64,1808,5.187916666666666,France,1
12644.0,129,1,477.91,325,2.8045161290322578,Germany,1
12645.0,33,4,1775.18,1084,2.611095890410959,Germany,1
12646.0,4,2,1346.97,897,2.387111111111111,USA,1
12647.0,21,12,3722.82,1431,5.498842975206611,Germany,1
12648.0,154,1,318.05,160,3.1723809523809527,Germany,0
12649.0,106,3,623.51,586,2.6970967741935485,Germany,1
12650.0,2,1,314.44,254,1.9345,France,1
12651.0,334,1,114.0,78,2.244444444444445,France,0
12652.0,330,1,919.98,505,2.8972916666666664,France,0
12653.0,148,2,2209.85,919,2.59093023255814,Israel,0
12654.0,10,5,601.98,264,4.420526315789473,Germany,1
12656.0,16,5,4051.17,1723,4.4494444444444445,France,1
12657.0,10,4,1643.18,1044,5.044893617021277,France,1
12658.0,18,1,686.05,320,4.114444444444445,Germany,1
12659.0,29,1,91.68,105,5.308,France,1
12660.0,10,1,245.1,127,3.865384615384616,France,1
12662.0,0,11,3849.78,2058,3.206478260869565,Germany,1
12664.0,7,9,4881.88,1203,11.084864864864864,Finland,1
12665.0,324,1,63.0,37,6.833333333333333,Germany,0
12667.0,57,1,620.13,395,3.624242424242424,Finland,1
12668.0,11,4,3807.15,1634,3.458509316770187,Germany,1
12669.0,150,3,2744.03,1115,13.741386138613862,France,0
12670.0,9,5,2996.05,1397,3.235869565217391,France,1
12672.0,329,1,225.9,78,3.79,France,0
12673.0,4,2,610.52,351,2.9283333333333337,Germany,1
12674.0,38,4,1970.6,1133,3.230602409638554,France,1
12676.0,24,6,1331.39,670,7.0282222222222215,Sweden,1
12678.0,41,12,17628.46,10923,6.554666666666667,France,1
12679.0,58,4,1113.02,554,4.004166666666666,France,1
12680.0,0,4,862.81,443,3.637884615384615,France,1
12681.0,14,22,13787.54,7536,3.1529153605015674,France,1
12682.0,3,31,12288.22,5575,3.7501523809523807,France,1
12683.0,3,15,8476.57,4987,2.719156976744186,France,1
12684.0,7,7,2283.63,1985,2.536,France,1
12685.0,27,6,2863.08,1523,3.0710191082802547,France,1
12686.0,371,1,89.14,107,3.2585714285714285,France,0
12688.0,113,1,4873.81,3028,4.124736842105263,Israel,1
12689.0,25,2,1247.61,628,2.8519444444444444,France,1
12690.0,205,1,389.01,106,5.526875,France,0
12691.0,27,6,1035.8,394,5.0359375,France,1
12693.0,126,4,855.91,255,5.44025641025641,Germany,1
12694.0,69,2,869.67,509,3.901621621621622,France,1
12695.0,6,4,582.1,220,4.785555555555556,France,1
12697.0,28,3,957.59,508,5.027560975609756,Sweden,1
12700.0,7,4,4939.99,2967,2.6198880597014926,France,1
12701.0,79,2,797.71,678,3.090754716981132,Germany,1
12702.0,19,1,219.0,53,5.441666666666666,Germany,1
12703.0,70,1,283.55,164,2.638095238095238,Germany,1
12704.0,6,8,2340.84,1006,6.428409090909091,Finland,1
12705.0,14,9,6868.29,3997,2.8610179640718565,Germany,1
12707.0,291,1,603.42,256,3.236666666666667,France,0
12708.0,29,10,2712.91,1307,4.316433121019108,Germany,1
12709.0,14,15,9736.52,3936,3.3240865384615383,Germany,1
12710.0,96,3,1149.02,851,2.718441558441558,Germany,1
12712.0,28,13,4396.13,1062,6.379924812030075,Germany,1
12713.0,0,1,848.55,508,2.503421052631579,Germany,1
12714.0,8,5,4708.86,3069,2.391891891891892,France,1
12715.0,105,1,353.86,197,3.401904761904762,Sweden,1
12716.0,3,2,1053.49,708,2.665797101449275,France,1
12717.0,150,2,1030.98,506,4.670000000000001,Greece,0
12718.0,70,1,238.25,203,2.7221052631578946,France,1
12719.0,4,2,644.95,374,3.644871794871795,France,1
12720.0,2,25,5781.73,4672,2.701581920903955,Germany,1
12721.0,31,6,2656.13,1959,3.069751552795031,France,1
12722.0,84,4,997.63,566,3.6201886792452833,France,1
12723.0,3,5,725.07,434,3.2023188405797103,France,1
12724.0,4,4,1031.41,445,3.721132075471698,France,1
12725.0,370,1,427.8,164,4.104166666666667,Italy,0
12726.0,27,7,2609.1,3143,2.106693548387097,France,1
12727.0,10,7,3980.7,2098,3.2171223021582733,France,1
12728.0,70,4,836.33,419,4.669347826086956,France,1
12729.0,113,1,453.01,233,3.701538461538462,France,1
12731.0,23,12,18895.91,8437,3.346167883211679,France,1
12732.0,179,1,236.26,111,3.5225000000000004,France,0
12733.0,233,1,383.95,137,3.372727272727273,USA,0
12734.0,352,1,110.4,88,1.185,France,0
12735.0,314,2,779.5699999999999,368,5.416279069767441,France,0
12736.0,332,1,234.0,173,5.58,France,0
12738.0,371,1,155.35,148,3.95,Germany,0
12739.0,77,2,1013.04,486,4.008421052631578,United Arab Emirates,1
12740.0,63,1,427.6,342,2.074074074074074,France,1
12743.0,133,2,546.43,319,3.038582089552239,Unspecified,1
12744.0,51,7,21279.29,5241,58.33328828828829,Singapore,1
12747.0,1,11,4196.01,1275,4.367864077669903,United Kingdom,1
12748.0,0,209,33719.73,25747,2.656278563656148,United Kingdom,3
12749.0,3,5,4090.88,1471,4.999949748743719,United Kingdom,1
12750.0,128,1,275.88,137,4.62,Poland,1
12752.0,80,1,4366.78,2262,2.2941509433962266,Norway,1
12753.0,22,6,21429.39,11421,2.33736040609137,Japan,1
12754.0,235,3,3010.74,6481,1.125079365079365,Japan,0
12755.0,280,2,3811.95,1491,5.025,Japan,0
12756.0,86,1,112.07999999999998,144,0.7424999999999999,Japan,1
12757.0,15,13,7857.1,2402,11.912641509433962,Portugal,1
12758.0,116,2,2791.59,2135,1.700618556701031,Portugal,1
12759.0,51,3,1531.44,902,3.2154736842105267,Netherlands,1
12762.0,7,2,1898.52,1227,2.736086956521739,Portugal,1
12763.0,137,2,494.08,316,1.7716666666666667,Japan,1
12764.0,316,1,1693.88,386,5.387555555555555,Lebanon,0
12766.0,3,7,6989.63,3646,3.070806451612903,Portugal,1
12769.0,238,1,1143.6,356,4.45625,Brazil,0
12770.0,210,1,1351.45,743,2.625,Japan,0
12772.0,59,1,892.47,556,3.700727272727272,Portugal,1
12775.0,16,5,1386.04,877,3.880606060606061,Netherlands,1
12778.0,19,6,822.23,825,3.5094,Netherlands,1
12779.0,37,8,3981.36,2024,3.654362416107383,Poland,1
12781.0,63,2,826.74,671,3.1308,Czech Republic,1
12782.0,4,5,2330.92,1086,3.805436893203883,Portugal,1
12783.0,1,6,2225.91,624,12.22857142857143,Portugal,1
12784.0,8,2,574.42,300,2.8015254237288136,Portugal,1
12785.0,363,1,311.95,131,4.828571428571428,Portugal,0
12787.0,9,3,463.66,261,3.998,Netherlands,1
12789.0,64,1,91.85,4,22.9625,Netherlands,1
12790.0,191,1,324.92,166,3.948571428571429,Netherlands,0
12791.0,373,1,192.6,97,8.425,Netherlands,0
12792.0,256,1,400.54,217,3.5096,Portugal,0
12793.0,334,2,545.48,295,3.91,Portugal,0
12794.0,52,2,860.41,592,2.077111111111111,Portugal,1
12795.0,18,1,430.48,68,7.695,Portugal,1
12797.0,365,1,254.03,118,5.143846153846154,Portugal,0
12798.0,9,3,6977.04,5256,1.0475,Japan,1
12802.0,186,1,427.58,314,2.52,Netherlands,0
12808.0,36,3,483.65,188,4.0460714285714285,Portugal,1
12809.0,177,1,489.31,220,4.4092,Portugal,0
12811.0,260,3,514.85,230,4.12258064516129,Portugal,0
12812.0,44,1,229.64,164,2.0686666666666667,Japan,1
12814.0,101,1,125.92,49,20.895,Poland,1
12815.0,147,2,1063.46,379,5.401489361702128,Poland,0
12816.0,95,2,572.2,128,8.832758620689654,Poland,1
12817.0,280,1,166.04,53,12.0725,Austria,0
12818.0,261,1,1542.08,929,6.755,Austria,0
12820.0,2,4,942.34,722,1.904745762711864,United Kingdom,1
12821.0,213,1,92.72,70,2.498333333333333,United Kingdom,0
12822.0,70,2,948.88,550,2.692608695652174,United Kingdom,1
12823.0,74,5,1759.5,230,7.65,United Kingdom,1
12824.0,59,1,397.12,232,2.5356,United Kingdom,1
12826.0,2,7,1474.72,1058,1.927692307692308,United Kingdom,1
12827.0,5,3,430.15,197,2.8680000000000003,United Kingdom,1
12828.0,2,6,1018.71,494,3.09,United Kingdom,1
12829.0,336,2,293.0,376,10.368181818181816,United Kingdom,0
12830.0,37,6,6814.64,9848,1.0863157894736843,United Kingdom,1
12831.0,261,1,215.05,135,3.066666666666667,United Kingdom,0
12832.0,31,2,383.03,195,2.928888888888889,United Kingdom,1
12833.0,144,1,417.38,156,5.44125,United Kingdom,0
12834.0,282,1,312.38,110,4.893888888888889,United Kingdom,0
12836.0,58,4,2612.86,1064,4.287828571428571,United Kingdom,1
12837.0,172,1,134.1,24,6.745833333333334,United Kingdom,0
12838.0,33,2,683.13,359,2.319756097560976,United Kingdom,1
12839.0,2,14,5591.42,3807,1.9202229299363056,United Kingdom,1
12840.0,143,4,2726.77,1511,2.035486725663717,United Kingdom,1
12841.0,4,25,4022.35,2757,2.395166666666667,United Kingdom,1
12842.0,69,2,1118.99,547,4.33029411764706,United Kingdom,1
12843.0,65,8,1702.26,781,3.513203883495146,United Kingdom,1
12844.0,28,2,325.96000000000004,125,2.631153846153846,United Kingdom,1
12845.0,266,4,354.09,204,2.7903703703703706,United Kingdom,0
12847.0,21,1,871.54,909,1.3392307692307692,United Kingdom,1
12849.0,30,2,1050.89,623,2.8945098039215686,United Kingdom,1
12851.0,96,1,135.18,109,1.9466,United Kingdom,1
12852.0,294,1,311.55,149,3.65,United Kingdom,0
12853.0,134,6,1957.1,800,4.250512820512821,United Kingdom,1
12854.0,78,3,1324.5,627,2.774636363636364,United Kingdom,1
12855.0,372,1,38.1,30,1.55,United Kingdom,0
12856.0,7,6,2179.93,1079,2.543407643312102,United Kingdom,1
12857.0,210,2,1106.4,343,4.142391304347826,United Kingdom,0
12863.0,51,1,521.2,188,3.374,United Kingdom,1
12864.0,137,1,147.12,216,0.6566666666666666,United Kingdom,0
12865.0,25,2,1568.23,925,3.119157894736842,Austria,1
12866.0,282,1,559.12,171,4.4157692307692304,Belgium,0
12867.0,25,7,4036.82,4298,1.3313382899628252,United Kingdom,1
12868.0,185,6,1607.0600000000002,928,2.611682242990654,United Kingdom,0
12871.0,83,2,380.64,200,2.110909090909091,United Kingdom,1
12872.0,326,2,599.97,319,2.4956060606060606,United Kingdom,0
12873.0,281,1,374.0,128,4.0375,United Kingdom,0
12875.0,142,2,343.2300000000001,2019,0.17,United Kingdom,0
12876.0,57,2,2218.02,1941,2.2544705882352942,Belgium,1
12877.0,3,12,1535.77,1178,1.898896103896104,United Kingdom,1
12878.0,235,2,854.99,547,2.0325531914893618,United Kingdom,0
12879.0,44,3,573.22,370,1.832,United Kingdom,1
12881.0,275,1,298.0,21,32.971428571428575,United Kingdom,0
12882.0,8,2,1463.04,246,6.437692307692307,United Kingdom,1
12883.0,24,4,703.47,196,5.926904761904762,United Kingdom,1
12884.0,87,1,309.05,43,15.984285714285717,United Kingdom,1
12885.0,62,3,1175.22,655,3.593098591549296,United Kingdom,1
12886.0,67,2,1378.4,770,3.7206097560975615,United Kingdom,1
12888.0,213,2,354.12,76,5.896,United Kingdom,0
12890.0,23,1,380.47,259,1.8129268292682927,United Kingdom,1
12891.0,185,3,331.0,950,0.3666666666666667,United Kingdom,0
12893.0,30,1,188.14,96,2.2108823529411765,United Kingdom,1
12895.0,41,2,372.8,210,3.222727272727273,United Kingdom,1
12897.0,204,2,216.5,110,2.7,United Kingdom,0
12901.0,8,28,17654.54,23075,1.4663793103448275,United Kingdom,1
12902.0,264,1,138.68,66,5.619,United Kingdom,0
12904.0,17,2,509.58,302,3.085,United Kingdom,1
12906.0,11,5,2919.81,1749,2.551904761904762,United Kingdom,1
12908.0,175,2,750.0,1200,0.625,United Kingdom,0
12909.0,39,5,2178.67,1280,6.763956043956044,United Kingdom,1
12910.0,22,8,3075.04,1692,2.0928,United Kingdom,1
12912.0,2,5,1662.3,670,2.7191666666666667,United Kingdom,1
12913.0,4,5,2483.63,1419,2.9248000000000003,United Kingdom,1
12915.0,148,2,363.65,93,6.788636363636363,United Kingdom,0
12916.0,138,4,3006.15,1119,4.126635514018692,United Kingdom,1
12917.0,127,1,594.0,120,4.95,United Kingdom,1
12919.0,7,6,1335.19,673,2.6044,United Kingdom,1
12920.0,16,1,164.23,129,3.841071428571429,United Kingdom,1
12921.0,8,37,16587.09,9526,2.3401944444444447,United Kingdom,1
12922.0,160,1,405.38,370,1.627857142857143,United Kingdom,0
12923.0,63,1,176.97,69,2.936551724137931,United Kingdom,1
12924.0,87,4,933.7,481,3.188333333333333,United Kingdom,1
12925.0,4,2,694.05,541,2.310222222222222,United Kingdom,1
12928.0,34,5,2062.7000000000003,1472,1.942619047619048,United Kingdom,1
12929.0,311,1,117.85,37,7.11875,United Kingdom,0
12930.0,77,2,415.8,252,2.9948,United Kingdom,1
12931.0,21,15,42055.96,28004,1.701707317073171,United Kingdom,1
12933.0,23,3,607.53,499,2.646981132075472,United Kingdom,1
12935.0,1,7,2160.7,1853,2.032325581395349,United Kingdom,1
12936.0,16,4,1063.9,559,2.033225806451613,United Kingdom,1
12937.0,14,4,1504.27,1007,2.371666666666667,United Kingdom,1
12938.0,25,1,114.14,140,1.271111111111111,United Kingdom,1
12939.0,63,8,11581.8,4876,2.403404255319149,United Kingdom,1
12940.0,54,2,913.54,411,3.8207070707070714,United Kingdom,1
12942.0,130,3,683.9,203,4.137866666666668,United Kingdom,1
